SOS,POS,EOS,vSOS,vPOS,vEOS,LOS,MSP,MAU,vMSP,vMAU,AOS,IOS,ROG,ROS,SW
32.3633984803746,66.0901954411238,176.03852484057626,1.0748009722604408,1.4370359340857883,0.5295246406397326,143.67512636020166,45.7267969607492,117.76946302177112,1.3863471926495177,1.075344154487086,1.1131372721343813,144.52541640869464,0.010933505899947737,-0.008296360505308298,-0.3303173299755845
46.07954620127641,98.59557926558045,188.5424347352244,0.9946130193652062,1.2155630505567956,0.3296111263189351,142.462888533948,70.59557926558045,141.59557926558045,1.0827942456859079,0.5903743278244341,0.9178498870054426,108.8761749881616,0.004200901045026355,-0.009852893224493361,-0.388508539253292
68.0,110.0,237.99841486370036,1.3484829258054258,1.7645452848073853,1.424026662300233,169.99841486370036,89.0,174.0,1.446318924769117,0.6664563213049806,1.146244918776635,191.84442435414113,0.009906246642903798,-0.002660594500076693,-0.37783857951048533
19.0,40.0,191.0258209541439,1.4377751649400632,2.006568860252707,0.5069890407405871,172.0258209541439,26.0,116.95016741746508,1.748108347004183,1.4112117119867027,1.6440002712042645,210.1884887159913,0.027085414062506842,-0.009931059259730285,-0.3317530739318388
47.0,96.0,196.58325857705455,0.8586914614871194,1.8141984950135375,0.33097876463386977,149.58325857705455,68.0,143.74859103448398,1.3352935481719717,0.46452078978150185,1.5313978998163895,132.1271920544227,0.019500143541355465,-0.014851474831621268,0.21278457430824999
48.28214179519696,87.60062994959722,206.27760888260488,1.6897684707410445,1.8755859694042394,0.4484493739299614,157.9954670874079,67.94138587239708,147.24758285570107,1.7861939890942082,0.6886311721617792,1.5667172728952865,161.68944906508338,0.00535228057853677,-0.012114506116999785,0.021558173797597835
41.553058582618156,103.0,179.36779320870303,1.7984903905391003,1.9401297477925552,0.40249861350176286,137.81473462608488,68.9937727182405,139.9937727182405,1.8433145988972224,0.8659825150724807,1.6700914850162203,174.13880485751662,0.002283135734131864,-0.020195086336346427,-0.6810037049374832
53.69622471103693,103.0,220.04784593271054,0.5888966577707057,1.509548376458266,0.6649374506313047,166.35162122167364,77.02943722934019,161.410495680354,1.0415171799174434,0.7606713310483577,1.1051407103910358,152.95239474772043,0.018695144743197962,-0.007244232748109946,0.27189370735494367
40.0,82.0,172.8118221413897,1.4031201708624361,2.0493199624212375,0.2592884897403934,132.8118221413897,61.0,126.02054682199378,1.7923350562789089,0.9141121569467613,1.852334770643106,154.93048523795352,0.015385709322828598,-0.019749047073939457,-0.38805005092502287
47.0,96.0,173.35360231830083,1.0614795096691478,1.8215056166672572,0.30224237493453887,126.35360231830083,68.0,132.0,1.482374242343627,0.6730638505043156,1.5483293039980959,127.3588288705997,0.015510736877512426,-0.01965117428378295,-0.26575777394072053
