nRMSE_all,nRMSE_beginning,nRMSE_middle,nRMSE_end
0.015447862953624866,0.01508708577672475,0.011654932157992353,0.004429847743627444
0.04783619227388651,0.04783619227388651,0.03509992675107325,0.009627395705446733
0.020383320977034942,0.019174802080398394,0.01828986875781959,0.015311483216025422
0.08633052428645907,0.08535523630073316,0.06521997728650246,0.023974171272315152
0.019918762375842305,0.019624141575632338,0.01557467826088687,0.007181130831185961
0.004461914349799935,0.004298809802984538,0.0035843501019580956,0.0019923261530898156
0.009308280600903171,0.009135220813436444,0.008228413972883254,0.006241740504310147
0.018279494721523567,0.01818229394876668,0.01776971475682613,0.016847355600188147
0.0104323734255262,0.010145649237800739,0.009958411833764518,0.009297212837966612
0.039940245691767434,0.039940245691767434,0.030312670673932167,0.011057520638261641
0.0209407545786727,0.0209407545786727,0.0157492079707162,0.0053661147548032025
0.013213640705653455,0.013204363059330463,0.010838518270742312,0.006097551047243025
0.011599412946299001,0.011599412946299001,0.00977048784046171,0.006112637628787127
0.0082068599944462,0.00800515400485937,0.007757030758061322,0.007059078274878396
0.015065925374557181,0.007169578566045089,0.012277558981418047,0.014597173003651868
0.01117875039764965,0.009471064026307135,0.009036649020526184,0.006460132637621763
0.00880922521823663,0.008462446920081171,0.007733491910814623,0.005928803594126069
0.010083663964440503,0.009641523030023446,0.009136383109095227,0.007683962332821728
0.0076507506322941975,0.006679886740999874,0.006483410936793129,0.00511959543708532
0.009049787248519785,0.009049787248519785,0.007277772364936205,0.0037337425977690426
0.040663584861799426,0.039091171478633335,0.03889053631316722,0.03691685259906889
0.009295311283796076,0.007721853561241797,0.00771246571136853,0.0061202322890677174
0.017288256682328126,0.016993011004185293,0.016944056427098484,0.01655090159478204
0.01134867297322489,0.009112398883359726,0.008424869857891707,0.0048135377170905064
0.005774352846764675,0.004536318384930239,0.004815977940390619,0.004137262589476943
0.005061890703534136,0.004216026796239134,0.003777011510798673,0.002053117032622751
0.008106115098440773,0.007002909202962127,0.0061911073547718815,0.003464297762912745
0.0065348751600646455,0.006505303087530211,0.005559641527439182,0.003638746334722692
0.0036881546043609735,0.002840709759398906,0.003405672989373618,0.0036881546043609735
0.01966802652698912,0.019505592681277866,0.01932770621574109,0.018809499438956278
0.008743888662638116,0.008179173995147808,0.006441683486091062,0.0024019878004872637
0.005063889977679623,0.002970165676712979,0.0040443205698412026,0.004098906055131006
0.023772506132706844,0.021780390413149334,0.020444396906287063,0.015780294173005006
0.008759834267547312,0.006707501754881574,0.006796023175500345,0.004920733504072147
0.012527546858565226,0.010578494769788947,0.011474925007811368,0.011318733395079928
0.01619119428142069,0.016180343914358464,0.014538049017569606,0.01124260885692967
0.013680647418435152,0.013293069391072011,0.013372984584284063,0.01314523694334503
0.014979441324882497,0.014345342519850198,0.013060528648291934,0.00985680210014311
0.01237381718522939,0.010258726290773805,0.010473241315398705,0.008787180470192921
0.006545928055159394,0.00514190906915684,0.005363293439147748,0.004402043193127012
0.027434882192218627,0.02743480440783101,0.023219419214285924,0.014788571042808136
0.007029872135124141,0.00596803847764123,0.005806196958532399,0.004420680262831827
0.008590438216234224,0.007459027450848947,0.0074640645029297875,0.006342727841706195
0.010665560002473769,0.00999441942638449,0.00874572715108325,0.005577202024391494
0.030869481057642142,0.029956470106481375,0.025972774555707602,0.017092372502999293
NA,NA,NA,NA
0.003781863440310467,0.0024158735720440218,0.0030772417301268167,0.0030339881780259625
0.004791666107164775,0.004660712262111,0.0046308343766822795,0.004440124760771062
0.003660390255562732,0.002880902823370445,0.0029145775880586528,0.002202439685242782
0.03487875951094671,0.021667532327510695,0.026821012591326472,0.023916745935521996
0.011922563316437814,0.004666062681615858,0.009241467685973077,0.011135777059865556
0.003366032450392989,0.0027887174543979798,0.003041527855545498,0.0029698336618455244
0.01066901649791804,0.010009330637857968,0.009880398162746535,0.008962847352463594
0.005784261014881337,0.004673019576954673,0.004187452401447121,0.0021050766125053524
0.00418598017796641,0.003953250306133215,0.0034782370194744406,0.002295480574323697
0.005431843886869786,0.005379709602364889,0.005241329934628216,0.004912436314649974
0.007189734808445346,0.007081169163326601,0.007012366983009123,0.006766196977255419
0.024261133227066443,0.021477649022473382,0.02110785180010316,0.017584773150769655
0.0007750032509764352,0.0007568683854339623,0.0007360347763268856,0.0006762326925702592
0.01967676703104178,0.018503671782747828,0.01677398204579695,0.01214150732360124
0.003728900267150346,0.0033394111690414627,0.0027088517453100532,0.0010582437997383512
0.015601899838829295,0.012847570223537693,0.013555471585511646,0.012216944694167961
0.0022865417527390903,0.0016876849767863782,0.001911641455778362,0.001760697637809618
0.018182580065263805,0.01369754573488959,0.016687568621805732,0.018182580065263805
0.00789121166284788,0.004471592847585588,0.005806672267898013,0.005057212293260574
0.0036308337549733408,0.0028179691635455122,0.003351989868295385,0.0036071666863673035
0.012905390592775907,0.012905390592775907,0.01126888893651032,0.007995885623979149
0.011263018087759164,0.010905350902814769,0.010910365942159614,0.010562728835904908
0.013440070913845617,0.012196962454352022,0.012337495368499159,0.011375452737299846
0.013681850573608205,0.013095433414730408,0.01309503356535256,0.012507816707719065
0.010470690825856617,0.004738999118951898,0.007761378358287168,0.008074445130052992
0.014653456785461354,0.014549815791876431,0.011699915794615663,0.005896474806509206
0.007131886886161153,0.005456580850228118,0.005893743138309114,0.005092761678538071
0.02425153136132044,0.02416208648222659,0.024220594041262734,0.024248164280241166
0.0066251848651450885,0.004859398950828174,0.005551075494545331,0.005168642667662731
0.016235645367860027,0.010495928754867025,0.011159544271875857,0.006747058692900524
0.03253664266674332,0.03237134772718995,0.031735252447348074,0.03029776694811095
0.011255148588476618,0.010031484070876211,0.009625218862241863,0.007589023927372751
0.009924602784677732,0.006229153020383238,0.006900461171017095,0.004547627707990316
0.0021526608388825856,0.002139349846078891,0.002020064854302082,0.0017681838779447703
0.024074284547867315,0.02367318819697377,0.02076652517908295,0.014552102792407753
0.01730761867244572,0.016182113502846887,0.015709885821218957,0.013639925288364257
0.0013181369351263161,0.0005420014722933532,0.0009703732469377997,0.0010509813333937303
0.01567547238229537,0.014086147913332096,0.014783310074261586,0.014588309927157286
0.006748556524847176,0.003208056391472324,0.005138096659693333,0.0054576770627605
0.011534840745645385,0.011443388942284678,0.011276778117232772,0.010852104663768253
0.016887437195912,0.01600268793224085,0.016053576806578908,0.015270605291583875
0.017366499683409416,0.014404049377649419,0.015984605671647268,0.016183267953882963
0.013758708054786326,0.012858336520677333,0.012095039453779422,0.009668073785874602
0.008832535730705192,0.007349058849581651,0.007498222487325371,0.006313072881689271
0.018518197257960407,0.014127654211191575,0.015573003459060146,0.01407315890802846
0.0027010007897657583,0.002549874456439493,0.0024205720533469243,0.0020108409138355214
0.00481984892963574,0.0036433576604169913,0.00390067872007916,0.0032388295701847483
0.011717909281363898,0.01096221289702279,0.010990171533953973,0.010290392423475231
0.006811553090123915,0.004989233469222079,0.005713958575706896,0.005341089167774694
0.00595546118935168,0.00538144309045872,0.005301027138061069,0.004566177134372809
0.010180947739472658,0.006431382655595135,0.008088187747078231,0.007652232846166901
0.014206584438289782,0.013450101549949942,0.013418479920149318,0.012598753772208229
NA,NA,NA,NA
NA,NA,NA,NA
0.01896741829004513,0.0187247829007816,0.018102017642043552,0.01661385173530394
0.014384359419493701,0.013564303393904149,0.014109293969916153,0.01437921909635061
0.004236620812047853,0.004061423668186585,0.0035086911450675096,0.0022280289549680907
0.020793097325601737,0.01662521263171126,0.019301798592746566,0.020487085820926697
0.003155857680926623,0.0031545997213330104,0.0028994132179156872,0.002387782251487429
0.016318841174370782,0.015919838667775153,0.01528613562099173,0.013619727020829253
0.009415457935869998,0.00586779571051795,0.006982575009210154,0.0056644713812425114
0.005358210051120241,0.0039047509374313975,0.004650681801644046,0.004689084416380497
0.014346866210165904,0.012672721623052233,0.013228382371865813,0.012665559282379309
0.011671616059078741,0.009883801261954194,0.01005023109355038,0.008595275959618202
0.0072895453265515,0.007217969893172315,0.007092672405398503,0.006770501996471696
0.009471763268641286,0.008368301919215872,0.009000477812718188,0.009161368250297402
0.005982737971383468,0.003072588885162362,0.004850380730538886,0.00549581533507083
0.008750906068168203,0.008059287510230296,0.008387473596461952,0.008352227210987356
0.002240991729639877,0.0012638050459331809,0.0016555095383706004,0.001461731839538743
0.006278558375331022,0.004264148319480686,0.005084925633294482,0.004712070205071736
0.011293067042326625,0.010724240178214713,0.010087074681988346,0.008243916825423693
0.0064875290760654765,0.006388457429289919,0.00530758202496782,0.0030467595695480663
0.004366351068262302,0.004218049544444689,0.0037736357445776756,0.0027365066210260362
0.00917449806437351,0.008748396731213517,0.00842188815639003,0.007342769673583056
0.006543239772809776,0.006085156902232108,0.0057262603075034,0.004550384247468318
0.007075181636964355,0.006027107766436194,0.005973587481287412,0.0048184730404616846
0.005088843272573575,0.0049919327182291135,0.004191543573942545,0.002493854731024947
0.00636363689630316,0.005796107211940484,0.00540530541712448,0.004056172143129795
0.006751873291934733,0.0062655493342458615,0.0059416647916374484,0.004807571748731749
0.004726766410534112,0.004525117568342046,0.00412070698771119,0.003110236984257413
0.02047604873075997,0.01967559800834347,0.019039133777084594,0.01696575459215035
0.016511904985194732,0.01433886238889982,0.01568828829695938,0.01621409751678359
0.0076726050559429455,0.007634277652669634,0.00705320971430912,0.00585274643431478
0.006430014945379604,0.005807710839403348,0.00535369446130469,0.003823357599131121
0.011608702098485982,0.011548995850872693,0.01093386269362783,0.009643890131524816
0.03324926778893858,0.031938934145707684,0.03031564928826763,0.025758745930156625
0.00874979341431838,0.007676732873925809,0.007579800643248712,0.006312875641501948
0.004988492776753826,0.004560561476469698,0.004038830642263389,0.0025674376735666414
0.007771782127538683,0.007317738025008616,0.007017006771991572,0.005961500163427417
0.011656706271545489,0.011131119284739484,0.010353699502485008,0.008273272951170056
0.009751190880702715,0.009407123208289013,0.008175255370146111,0.005367452021446608
0.007005402644815281,0.006067654200559985,0.006351653500100332,0.005981903654925734
0.006098835936583178,0.005925600972497771,0.005304596672839475,0.0038893531094374772
0.004522760027673765,0.004400867769811755,0.003923491944369237,0.00284684803562219
0.02107430321367034,0.01943830809636188,0.019921205312713814,0.019251004628109223
0.008874861848863406,0.008810118061431553,0.007931163893300376,0.0061085117696061675
0.015121507211015708,0.014476498010947685,0.014051533206998795,0.012556594399032988
0.014338368082361028,0.010357602671783659,0.012119897575769825,0.011663721973164787
0.011509064031729372,0.009783796935387844,0.009514542319550207,0.007250765991533405
0.005023251223312196,0.0048471873269184725,0.0045794342051237,0.003867864065140433
0.011491754679986374,0.011425139564575025,0.010884342285579855,0.009736132612178167
0.010490449229760316,0.010403583285385647,0.00975066812792426,0.008357971868626817
0.021748098101252056,0.021653577722075212,0.02084608886839259,0.019136590781850506
0.01667114158197884,0.01647322251393188,0.01591736172019402,0.01460772106467134
0.003468595164718532,0.003180526133872938,0.003176302252612889,0.0028797854592471977
0.009038638201305241,0.008460870138542569,0.007400891846851384,0.004703167200706342
0.007622045371968223,0.006392586597011082,0.006596292456051564,0.005774245399175386
0.01305585578390208,0.010305359598214948,0.011150860583273425,0.010091366367703242
0.020849506903150246,0.01998248300371957,0.016999855773497892,0.010167577413623872
0.006215032048648019,0.006007779953476185,0.005760952764177856,0.005060046290409364
0.010812958715548058,0.010050659547663819,0.00952042307351079,0.007697650957320492
0.00891754612677947,0.008820047838446254,0.007490852370744213,0.004734963147006917
0.008316697652508259,0.004810463905634091,0.0048338881818992974,0.0013745029875555407
0.016661511116739778,0.016487709115235956,0.014567339005572309,0.010552796784741188
0.026672852769021028,0.026384560418009375,0.02501279228527658,0.02198096366879934
0.005529844763772594,0.0054890079417157555,0.004357891887826168,0.002054822957990157
0.013480870682241838,0.013371794878805741,0.012275341226461359,0.009973358118336497
0.008807490520643906,0.008591929757921151,0.006869285335628586,0.0032084357283206984
0.006647665413056745,0.006294841734570507,0.006417810056718776,0.006310923022529074
0.002896109953523182,0.0025416087148801814,0.00255965579492414,0.002241248716369057
0.009580686185166795,0.00884416072803237,0.008318569741053258,0.006530862309960612
0.012689157774446468,0.01101757692812981,0.009916133223352884,0.006041664967482375
0.009989820945699782,0.009073788534286234,0.009281458165405447,0.008780765016230327
0.018780743480822145,0.018780743480822145,0.01322674481018343,0.0021187474689059907
0.016328723972048025,0.01551539344243702,0.013514196726381583,0.008698472764659702
0.037240461936093185,0.033012781592430866,0.035825515273997695,0.037223302293469034
0.009912981049327993,0.00634372583278674,0.006031874361655082,0.0018389162028505132
0.015501339080317677,0.015500846983896987,0.012384739821641316,0.006152033400709285
0.008197878744872903,0.006018997654172077,0.0062538958638871135,0.004544811192616361
0.011185983261268637,0.011002319971675362,0.01003405004161413,0.007913846891898392
0.0110629416075614,0.010962914663288071,0.010525247629587599,0.009549886617913325
0.03257574793954617,0.024633282203952653,0.02799409174055565,0.026773245078168122
0.02535064052422849,0.024370509519076898,0.021561809166230465,0.014964277455385998
0.009474368499338607,0.009389256783655783,0.009089678236226988,0.008405409425686572
0.013206446811817308,0.01253600523609436,0.011874262764245674,0.009880336244825351
0.012186437966246275,0.011807336367562978,0.01163917715697928,0.010923757137128584
0.004181077792161282,0.0025956367611966896,0.003195698518841209,0.002810381003165654
0.014515104685069372,0.012528422793656176,0.009428944452750606,0.001243305879526274
0.0078923212676109,0.007702740325362239,0.006591521935516108,0.004179504213575184
0.00903352968932065,0.008801103995822644,0.008165352261676894,0.0066614230998873905
0.011532794930147038,0.010274981581361118,0.010862139921283723,0.010778643252343015
0.008900418991690025,0.0031760768732721793,0.00667573108459211,0.007950697388814123
0.0052134670810597555,0.005051138756786439,0.003960503804398706,0.0016169055753499219
0.006441535364879026,0.005546920334348074,0.005389063497085317,0.004178734792028852
0.005664548722318843,0.005456371658293596,0.004948563915102399,0.0037247713646947575
0.014965319914602275,0.012299176545875014,0.01128024685292983,0.006576244098312197
0.0369466986965714,0.0338307465340712,0.029782307997421542,0.01856947876162201
0.018267961821124272,0.017929606245279443,0.01430708669697784,0.0067236920245298
0.015399323299543887,0.015323013354773596,0.012944481198275277,0.008111106940508345
0.012812476458939317,0.01248778922252036,0.010196408738188818,0.0052889605331067815
0.004424889710068342,0.004083280819085265,0.003447835089949479,0.001835334740694831
0.009675245904937556,0.00839175375641442,0.006945353306036274,0.002769060256756847
0.008888681659329222,0.008682131762209841,0.006968828419877144,0.0033356718380923678
0.00744844266956338,0.00695038935569244,0.005258297841007915,0.0013760614977679246
0.018618639626793804,0.018190815535297077,0.016894594186852883,0.013874327398467768
0.00967832233014388,0.00967832233014388,0.007020612931669112,0.0017051941347195774
0.0037789403097235616,0.003778930897222821,0.003463882370102748,0.0028337759033618625
0.007694773822330522,0.00682891476541405,0.006833923402829966,0.005978081620745326
0.003743992801329572,0.003717465695159652,0.0032393080359272718,0.0022564656112925917
0.005193107404655802,0.004909944240664643,0.004387622012127029,0.003059814391060641
0.00020536712239040868,0.00013824381162607985,0.00016688314511433485,0.00015703850132651594
0.008707942236636202,0.008707942236636202,0.006051223925293532,0.0007377873026081919
0.08832182203371292,0.08832182203371292,0.0675358514993941,0.025963910430756503
0.012409656120128947,0.012121106729932742,0.009657606516852135,0.004442056700494714
0.030503977789439342,0.030079392836463825,0.024560128162307574,0.013097013861019562
0.013376593503273875,0.01295036575095581,0.010542855872432734,0.005301608363068512
0.005633848494299031,0.005364910599655192,0.005057784314367277,0.004174593849147607
0.010946969790789414,0.010946969790789414,0.007602089253717382,0.000912328179573317
0.010893640777387581,0.004633929017649907,0.005378247951512211,0.0006071740594991471
0.015418092252559475,0.012653139474503184,0.014169307943255946,0.014436692102705179
0.006043465348676774,0.0055654894346662525,0.00529631295350531,0.004279984077172903
0.00865019652431862,0.008566043165406961,0.007138837362305127,0.004200272397189798
0.014718684131243227,0.013494213613228723,0.014309871433875365,0.01471671655715414
0.017493225442982024,0.016934726634846013,0.017112024256705573,0.016908120692288683
0.005708018764653986,0.004935019838522127,0.004770357563165942,0.0036680340863217125
0.013821379634034991,0.01280630826499423,0.011394461472958986,0.007555696519847735
0.014352841278833505,0.014297680028271906,0.012354963839915842,0.008414370212642113
0.012860211936032252,0.011726799382560769,0.011745742000987927,0.010650214684370761
0.012048172881816125,0.011958996785200206,0.011644635063471392,0.010926735523397848
0.011717926873984822,0.011131536067782003,0.010284221241596052,0.008003200783021334
0.009929840276772295,0.009434188551378734,0.00967071315458883,0.009648110635615463
0.007842380794024434,0.006832401275632977,0.006248277817167504,0.004070051381845102
0.014456916988285745,0.008840433279284118,0.011891949276281288,0.012378497561274002
0.01857918433601888,0.017476274995333968,0.01677724279215425,0.014276269045109912
0.007239561767680321,0.006524667890858312,0.006674084910836812,0.006258025073971804
0.02305223775467538,0.02135377357486934,0.022473573677935246,0.02301470970426102
0.006769191890455771,0.006752552316069599,0.006518498605752784,0.006033751610732985
0.010772926697352485,0.00940561296683523,0.009585382440059654,0.008577607655991247
0.013247168677329816,0.013167803898731206,0.01237260742458807,0.010702849697703186
0.007126009872165068,0.006773888910605336,0.0061762141115596515,0.004628743551908551
0.015208361610913575,0.01210430209138993,0.013266512247262737,0.012486873039484713
0.014360631578594216,0.013357863417843485,0.01356596434013169,0.012979398023957369
0.005242070794021933,0.005241006759817752,0.00411827569545023,0.0018717495325110021
0.013443372622223414,0.012246586017910737,0.011797454370513398,0.00970240447140604
0.01040537988788995,0.008109124688804982,0.007579177068183771,0.0042230266278563775
0.012879944687311856,0.012764672131216426,0.011687483944666123,0.009417835015470093
0.014490124978640337,0.01300813975660894,0.012493230327300577,0.009981426246652445
0.0029928048333276412,0.00284723437964014,0.002515893283998535,0.0017076406390278253
0.011967803028469365,0.011811331621006435,0.011600487028079759,0.011022326434763476
0.008308668687337454,0.005636172996026384,0.007271684733414331,0.007870212516879155
0.00781729885133706,0.007711760934697761,0.007022990266299353,0.005539911012863234
0.026687493639243984,0.02393661472552831,0.02415642873076504,0.02184517782752283
0.010408823668471253,0.01036892951743979,0.01002844637621684,0.009307585942739475
0.010228977585232953,0.010081000666845667,0.010075551399863358,0.009916675947511455
0.0072022277842384835,0.00619650148313205,0.006866985683869673,0.0072022277842384835
0.005615408511531209,0.0045104422531347475,0.004873705619467086,0.004495266093735301
0.0185696618578532,0.015023592751083954,0.017274915170068822,0.01823149090126932
0.004691356433862224,0.003805028289483155,0.004329107577533154,0.004490938009254082
0.005628733982522639,0.0054431913377320255,0.005566886434259102,0.005628733982522639
0.009865930588775117,0.004559453779327248,0.006237820416653581,0.004288076881858378
0.010263480826970994,0.009906335690910185,0.01001591136807136,0.009877917586332902
0.019346940823167843,0.018606571797334,0.016363635392272396,0.011137393556315343
0.007776992420389422,0.007427321141197039,0.0075407966962891355,0.007418076527280946
0.015043384770773926,0.013711565338413235,0.013267264954467204,0.011046844754214457
0.0038727488117538326,0.0033540088988799825,0.0033970322390834383,0.002964339006616501
0.024989802662092324,0.02202749684318766,0.0236014526009259,0.023787058297497724
0.004886999485042162,0.004445863784745022,0.004515176988815536,0.00421266769665942
0.008806389978678811,0.008221281858173234,0.007605200831934863,0.005787930658952543
0.01078209305159856,0.010378589497852838,0.009144689002373325,0.006273384457668576
0.006288092733462527,0.005996048400143923,0.006003922777250445,0.005727627198144885
0.002406176159425199,0.002054615127228633,0.002270734616605247,0.002351412563161906
0.010534080330833133,0.00992951780063715,0.009699429062620755,0.008634689056391982
0.010140515599613336,0.009810680310743914,0.009611686761617628,0.008883864374495634
0.023319448508145598,0.023174347188157914,0.022599454323685656,0.021304567274753466
0.0032686482101716317,0.0032281057223345127,0.0027985238029215732,0.001898817476258575
0.008978330292725467,0.008525392515701911,0.0067976614464655815,0.0028892615309693615
0.013063811397817201,0.011980062291731928,0.012695324440776526,0.013042099632780444
0.05518374770518982,0.05513756026401567,0.05101187348116849,0.04271431247429998
0.007827242789784528,0.007539205748372035,0.007629652227410123,0.007522508144073804
0.024502164570391373,0.005468262533041234,0.014009267447330661,0.01205737523855938
0.00538399685722236,0.004323174097743894,0.004942155934209556,0.005119296847662416
0.00824631381055991,0.007564688467226609,0.0077590209308615096,0.007466060514798009
0.006666713786976827,0.006323625001558916,0.006421044774391716,0.006272795534639402
0.031214661354230473,0.030945158035542982,0.030040145313015697,0.027960616549273634
0.007017866503753648,0.00637549752599399,0.005326268093716726,0.0025854402514025416
0.008341125053087,0.007717422976917576,0.00797791262499852,0.007875189844990986
0.026480384067044012,0.025459272786534308,0.02193025586719519,0.013851110748007248
0.010310274708989762,0.010156591756388127,0.00985284318520717,0.009091663090243623
0.006183691003705787,0.006104133218586983,0.005530719499159191,0.004304334275184803
0.007856099176618229,0.0076054782231493746,0.007708010988616499,0.00766245556608189
0.005321668396777898,0.005118062314422127,0.005186685125736703,0.005120324666010084
0.005594598089286064,0.0053083528132579025,0.004974967288964461,0.004021950964349418
0.01444157156063177,0.013191552653454754,0.013873978357696245,0.01398881085900221
0.014832818717080544,0.012510600782639263,0.014045291700906364,0.014792455602999278
0.03475037097026197,0.03453515206371479,0.03389784935312819,0.032408025025407794
0.00886778643323715,0.008676025317171989,0.00854972881988162,0.008105374709235726
0.014512001410391807,0.014404421968421052,0.012261867484542225,0.007869179074813814
0.016869788764610552,0.016724358876128106,0.01561981697783143,0.013265303292755637
0.01378646756933686,0.008131260440895946,0.011555699063956527,0.01274936918163678
0.0066759119087302565,0.006352573987086789,0.005785165680481011,0.004327011145625987
0.013455009497533402,0.013306281124040198,0.01327950895530446,0.013077236244339775
0.01103596945064626,0.010986189445528944,0.010864632531168853,0.010571738697331363
0.00671457291444922,0.005771683306573178,0.006087966010008554,0.005777641809003265
0.02713374194921708,0.02655472870350121,0.02683050082427716,0.02680303182011321
0.006491884196329369,0.006125419424023011,0.006085948468557595,0.0056405417853204074
0.01945358867248736,0.01890567505344413,0.019191441274226485,0.019215060096747966
0.014860603864022028,0.014745937662916247,0.014559114684658639,0.014070802527037638
0.004400392359057527,0.0040285076755853895,0.004005799780890128,0.0035884993080274666
0.008046256201620161,0.0066524324770000165,0.007306463695913452,0.0072207024091201786
0.012013936082189846,0.0060350526725266975,0.010020332399631042,0.012012008444176586
0.006792180605789393,0.0065901282168716584,0.0064872507313270145,0.0060794433713199925
0.01942385927644391,0.017287390818031947,0.01827152845968851,0.018103335284589676
0.00280651140872538,0.002655184433127183,0.0023788570505594497,0.0016748753098257865
0.005773776816799254,0.005721922829802252,0.005178312231990602,0.004039237049370299
0.011958314189520388,0.011923812171555201,0.011543986801024423,0.01074983404199768
0.03759982769814442,0.03751589245701369,0.03734343467494312,0.036914583869671246
0.017298441315347766,0.016815586987187287,0.016625586855335654,0.015762732263471912
0.011639288268681103,0.011454945297573687,0.011524343758973696,0.011478797710666292
0.010686477971082978,0.010498972742664765,0.010432670605916827,0.01011256110400274
0.002903274241056851,0.002860833749494717,0.0024228403377495656,0.0015044130226971291
0.009012674913229476,0.00889919644745323,0.007439194147044709,0.004405711080451421
0.014714671039263326,0.014461419699489173,0.013049257484260038,0.009971681714027618
0.013388621770743781,0.0037670935512032627,0.006394388146779547,0.002027449118391597
0.0071686376441531365,0.006250342545068521,0.006193686978484525,0.0051620807462319195
0.0056915245393918505,0.002104925347270328,0.003987814755828656,0.004166994380823788
0.0066188252939432465,0.004936345531388131,0.0047485763846599836,0.002690558328648574
0.007687427552526804,0.0076702786361983605,0.007278108370549485,0.006476618922923293
0.004171902078788243,0.004171902078788243,0.0036646088382859742,0.0026500223572814363
0.003114040567164191,0.0031140297381922867,0.0026443999059674824,0.0017051294125459697
0.011153038669232243,0.01110058006400436,0.008307012602789834,0.0026674190751329015
0.013721770286611704,0.012848920432652686,0.011827371704011762,0.008911424392770895
0.006366483200120907,0.005830400383369679,0.005741058569186483,0.0050262921240688645
0.019056410915626917,0.017902810985967913,0.01569651473760253,0.010130322311212754
0.01849431426461189,0.017824241911020756,0.015749523678180544,0.010930014858908984
0.005699136039618781,0.0056812812522964475,0.004493161025674985,0.002099065785109729
0.0056523595291950975,0.005572022675185635,0.004540252617121568,0.002396375646983971
0.0020038890278265315,0.001990113584597842,0.0015312357040783847,0.0005997044998107808
0.006066635245568825,0.004959517174740812,0.005660889325995776,0.0059565155576776895
0.004131878686500774,0.004033503296480406,0.003974340871556743,0.0037576406316890488
0.003680560685133184,0.0030459510259887236,0.003344848667217657,0.003308034290531064
0.009362983354101392,0.009344866146969773,0.007345158513614653,0.0033276260397727907
0.003683984240812923,0.0016894371959263275,0.0029001132322795005,0.003326918260099251
0.0019401457289320455,0.0014199453789695746,0.0013556671222211699,0.00070691025876189
0.00328185983069134,0.003106034653208046,0.0027099134210465245,0.0017418457792401866
0.02572876325810753,0.02184814273213599,0.01836580098350271,0.007520496960264611
0.002720638770286613,0.002458369826593525,0.0025691312858616565,0.0025283852607048316
0.010374335355649194,0.010344582100102622,0.007950618650126055,0.003132938494626346
0.005478947025453674,0.004982483882824146,0.004518259402829872,0.003093347300211794
0.004688786351937445,0.0043705823677569295,0.0040622594619444,0.0031274096661388236
0.007396822776827341,0.00686113015788113,0.007172750678572249,0.007260299101008277
0.00708750954871227,0.005640715190825368,0.005013365457522421,0.0023118716330296257
0.006169513580696451,0.006143922562483542,0.005439783756518999,0.004005915126377003
0.00262572750276763,0.002598300265622668,0.001968491513446457,0.0006814467719490717
