PCA1,PCA2,PCA3
-0.06864427695578228,0.619349789466818,0.09089925387295372
0.09080722008714592,0.616639641411845,-0.09467439239184179
-0.10864663079719587,-0.10800357082165579,0.42482596685258744
-0.0500638141283661,0.41665684553085724,0.3887499488042425
0.08252596395964354,0.5952069946339782,0.047313463685378504
0.01581005758193548,0.5784049092642284,0.3118345989629312
0.08294963504903374,0.4875110768268621,0.3564598550215594
-0.24322088644237763,0.28140655706777506,-0.10641525077636066
0.14188676114936932,0.4990057651540847,0.25383867540673044
0.1129335099017903,0.5618514659018646,0.07847940052012882
-0.12914788481693307,0.5874058311497743,0.1300572383021319
0.08295698583319026,0.062157508505936356,0.40662468186359096
0.07411751667007366,0.5540980056113001,0.3230359130897815
-0.056451445300888914,0.6308443517335978,0.216479069929927
-0.36256084097798147,-0.37319074426917564,0.25082654221604217
0.027837067887789432,0.6658034827597777,0.12242339945736767
0.13965706703310146,0.41563783541711236,0.35204532860686344
0.11494584633156245,0.5949242877905447,-0.09086187634478209
-0.36055390356634054,0.3327758743420839,-0.05043982018860012
0.0654740690663621,0.6429789926410477,0.0037811559828785446
-0.060898934698520354,0.6732343942351884,0.17085730864636417
-0.08349979778382224,0.3654574299514224,0.39921419305093686
0.307001296018931,0.1253838694821758,-0.30087069445913933
-0.1825831148328324,-0.19620659481301636,0.44021561525964614
-0.38730645608166947,0.2597290599935209,-0.05191955752451384
0.05263987770031142,0.5536201651071089,0.33131409078246077
0.178431484010817,-0.06649169950034625,0.3587646115294784
-0.3548217207476462,-0.17337043676363983,0.12263178566307906
0.11804264987612598,-0.023515373185226115,0.405735235918373
-0.041262211689780726,0.5630247395083627,0.29442976349951727
-0.1830953338728094,-0.08775523182975589,0.4060067422625663
0.11256862245625918,0.6043931033863582,-0.022151842984597592
-0.021287243937477617,0.6425943272808624,0.25968448212821205
0.051253541561039236,0.6322370972764335,0.009347516665850743
-0.2873229744803032,0.40885164385386297,0.02155535666610508
-0.03231356782199349,0.49415595039731935,0.37527736088502883
0.013017980948272057,0.1588836064070334,0.42645351839304774
0.024464808421417863,0.5900377490246281,0.28152301235746413
0.09297310462780964,0.08300252487770568,0.3925390863845972
0.15683554884074494,-0.03531638317142982,0.37109912411903645
-0.13003331688073655,0.48846285351121715,0.39068519187194056
0.055483281166420186,0.6111803537291918,0.2687929363065242
0.06812885799123271,0.5427225093270824,-0.16533106889925944
0.04640408783583159,0.6596290963923588,0.1764983484670764
-0.0021093410965126853,0.23294895257566475,0.4284751094170401
0.15766587886021188,-0.03760210733697984,0.37001413445768405
0.16909356420890248,0.33381449107873795,0.36709484020045924
-0.28961476905148115,0.38119273361693945,-0.020665092550664475
-0.2744074736126408,-0.11606635278786923,-0.18492306231803665
-0.29167364354620806,0.21659905985696803,0.37727870756527504
0.7791011593283674,-0.08783631891639525,0.23543009658473993
-0.3665732190586911,-0.11243202342186995,-0.2101459712851766
0.5906381952981228,0.004952836741487064,-0.3370654804838771
0.04589683898073485,0.668828623444438,0.17339069850818978
0.6691088561397935,0.05756889173139137,0.02788793989578173
-0.2954411648149994,-0.04618071890862469,-0.2591075424893013
0.7644572829664509,-0.07469597284272218,0.1675940216668052
0.5507613233922156,0.08809066760280641,-0.14006918990269948
0.7030522431123418,0.02337981825336988,-0.18445928214805413
0.6418361595202858,-0.155634165037561,-0.19923300623134893
0.775245113062853,-0.031866711204204166,-0.021562068073135793
0.7747727329442553,-0.040535027815706455,0.010711439668177163
0.0715306035494796,0.4526642892724626,-0.25712906472181535
-0.2965713675139017,-0.34270456210572586,-0.17257727624728694
0.4106563020073185,-0.076130618003066,-0.3902336148406977
0.7627332818027779,-0.10413350611669181,0.10514701141285174
-0.34034999051294845,-0.08442553214882392,-0.18797397995516962
0.7054906867218215,-0.0951548688275586,0.43092164720546344
0.49947968048392405,-0.20226759193766483,-0.21117205502090752
-0.15177433026804385,-0.41609085078144586,-0.08464770849439908
0.3163999480848218,0.4368924728601613,-0.20991807980231042
0.45909005383484136,-0.04257593332913838,-0.16794985419863895
0.03259479173606248,0.532809907197388,-0.03461699615558288
0.736619895014279,-0.1185377881831871,0.3093107840905605
0.7352008697387823,-0.10513825964020435,0.13250910318715295
-0.23669586570224205,0.35708434720639237,-0.031833151563106316
0.6611071700607553,-0.15042233678620753,-0.02586821070994091
0.4355409609594779,-0.11281922904890038,-0.47407289673626823
0.0021789235353949147,0.6688637299370916,0.20571828100363387
0.5874813173746013,-0.11097835179424684,0.31052594981434456
0.2774799619868402,0.18877281631202678,-0.3747472012536019
0.7365085987313722,0.015698768611577544,-0.07635785043892877
0.7107285048169426,0.022297970035692553,0.010193351849087807
0.4344485392182804,0.25140431484434905,-0.3224029185635525
0.06285123654581565,0.11821398839395515,0.347408883849039
0.5027619964962482,0.048919461283821034,-0.37318326552380965
0.7059278692783099,-0.11626961658974348,0.08275907768831939
0.07279602859315923,0.6366893346892626,0.05606944667253269
0.7049855081910616,-0.11858135130545833,0.38483538330043243
0.4732501594592107,0.3075111694065785,-0.23149907571185716
-0.23618919023906787,-0.20739469641175723,0.4454979006317366
-0.09210023822882893,-0.005558502648901655,-0.3293066030248965
0.6415367430249131,-0.06361722838731386,-0.21977961867614867
0.7417810486009826,0.02112820091508,-0.04530792696675003
0.6804605398225917,0.056553520022428846,-0.2005900619977635
0.7201311251949688,0.004725143843253401,-0.04272761491539915
0.7837755458814407,-0.1076372380008386,0.09697688630412683
0.5909619169157871,-0.09500694650038208,-0.289555414791712
-0.3138069093857221,0.05209795451970382,-0.27961978507660157
0.7287094471435721,-0.10978143486511037,0.3375974666499207
0.04047561462744427,-0.4131596187485124,-0.15085101561516945
-0.16082997859093462,0.6004383523929091,0.14866222490456038
-0.059569404488266614,-0.4075222269767031,-0.07028273910242068
0.6461899606033401,-0.09115021122776318,0.32731903456842293
-0.2674528722691493,-0.06644108044189656,-0.2737927908556998
0.7374509911250187,-0.10755545422477729,0.3067890582878159
0.525982768420804,-0.12753040610926142,0.6353425413068469
0.7182902271280336,-0.09857020298214801,0.20989011340723115
0.5168097245956199,-9.948330155410117e-05,-0.3373554101811818
0.7509161876318932,-0.08680424900573602,0.10554952928154515
0.7891318025106826,-0.08098755255612577,0.18468630806381
0.061389296808639145,0.35358292315452494,-0.3986347894910458
0.7490708619412996,-0.11772702750737163,0.23295683516816623
0.7227908724106126,-0.08969972832136044,0.0502900995202813
-0.11275303870487582,-0.2057862868797839,-0.161426667088035
0.40384290407855417,-0.14807507314497312,-0.09265044604599548
-0.026512224547923527,0.5613244758868705,-0.119625917404581
0.6551948395524847,-0.08157187868099033,0.016644396537290898
